Student_ID,Age,Gender,State_of_origin,School_location,Distance_from_home_km,Jamb_score,O_level_credits,Current_cgpa,Cgpa_trend,Attendance_rate,Fee_payment_status,Has_scholarship,Works_part_time,Family_income_bracket,Parent_education_level,Failed_courses_count,Asuu_strike_semesters,Mental_health_support,Course_load,Dropout
STU1369,19,Male,Anambra,Rural,67,342,7,4.89,Improving,100.0,Partial,1,0,Middle,Tertiary,0,0,0,19,0
STU1370,17,Male,Imo,Urban,41,370,6,5.0,Stable,100.0,Partial,1,0,Middle,Secondary,0,1,0,24,0
STU1371,25,Female,Kogi,Urban,88,192,7,1.61,Stable,74.3,Paid,0,0,Low,No formal,2,1,0,15,0
STU1372,19,Male,Benue,Urban,25,237,8,2.96,Stable,78.7,Paid,1,0,High,Tertiary,0,0,0,24,0
STU1373,20,Female,Kaduna,Urban,85,202,5,2.24,Stable,81.1,Paid,0,0,High,Tertiary,1,0,0,22,0
STU1374,29,Male,Benue,Urban,80,228,4,1.12,Stable,42.9,Partial,0,0,Low,Secondary,2,3,1,17,0
STU1375,23,Male,Cross River,Urban,124,283,8,3.39,Stable,81.4,Paid,0,0,High,Tertiary,0,1,0,12,0
STU1376,21,Female,Lagos,Urban,19,244,8,2.88,Stable,86.0,Partial,1,0,Middle,Primary,2,0,0,15,0
STU1377,26,Male,Anambra,Rural,144,295,7,3.17,Declining,76.9,Owing,0,0,Middle,Secondary,0,3,0,19,0
STU1378,21,Male,Enugu,Urban,91,238,5,2.65,Improving,90.7,Owing,1,1,High,Tertiary,0,1,0,12,0
STU1379,29,Male,Akwa Ibom,Rural,112,202,8,1.41,Declining,73.0,Partial,0,1,Low,Primary,2,3,0,14,1
STU1380,26,Female,Enugu,Rural,55,161,7,1.25,Declining,72.1,Partial,0,0,Low,Secondary,4,3,0,12,0
STU1381,26,Male,Oyo,Urban,111,182,6,1.0,Stable,53.3,Paid,0,0,Middle,Primary,4,1,0,20,1
STU1382,19,Male,Ogun,Urban,32,349,6,4.57,Declining,79.1,Paid,1,0,High,Tertiary,0,1,0,13,0
STU1383,28,Female,Kogi,Rural,78,240,4,1.39,Declining,63.0,Paid,0,0,Low,No formal,4,3,0,20,1
STU1384,22,Male,Anambra,Urban,135,247,7,2.61,Declining,67.7,Partial,0,0,Low,Primary,1,3,0,24,0
STU1385,18,Female,Delta,Rural,22,239,8,2.95,Stable,96.7,Paid,0,1,Middle,Primary,2,2,0,15,0
STU1386,17,Male,Cross River,Urban,48,370,5,5.0,Improving,100.0,Partial,1,0,Middle,Secondary,0,2,1,13,0
STU1387,21,Female,Kano,Urban,124,358,8,4.75,Stable,95.8,Owing,1,0,Low,Primary,0,0,0,15,0
STU1388,21,Male,Kogi,Urban,106,220,8,2.03,Stable,79.0,Paid,0,1,Middle,Secondary,1,0,0,23,0
STU1389,23,Female,Benue,Urban,114,317,7,3.36,Declining,81.2,Paid,1,1,High,Tertiary,0,2,0,22,0
STU1390,22,Male,Cross River,Urban,121,234,7,2.67,Improving,87.1,Partial,1,0,High,Tertiary,2,2,0,22,0
STU1391,22,Male,Kogi,Urban,117,331,6,4.06,Improving,80.8,Paid,0,0,Middle,Tertiary,0,0,0,21,0
STU1392,22,Male,Abuja,Urban,23,250,8,2.93,Stable,82.3,Partial,0,0,Middle,No formal,2,1,1,17,0
STU1393,27,Male,Anambra,Urban,72,195,7,1.68,Declining,74.6,Paid,0,0,Low,Primary,4,2,0,22,1
STU1394,18,Male,Kogi,Urban,106,370,6,5.0,Declining,100.0,Paid,1,0,High,Tertiary,0,0,0,18,0
STU1395,21,Male,Kaduna,Rural,92,266,5,3.0,Stable,68.9,Paid,0,0,Middle,Secondary,0,0,1,14,0
STU1396,19,Female,Cross River,Urban,24,300,6,3.92,Improving,92.3,Paid,0,0,High,Tertiary,0,2,0,14,0
STU1397,17,Male,Enugu,Rural,70,256,6,3.33,Stable,80.9,Paid,1,0,High,Tertiary,0,0,0,23,0
STU1398,27,Male,Kogi,Urban,88,227,8,2.08,Declining,67.7,Owing,0,0,Low,Primary,2,1,0,21,1
STU1399,22,Female,Enugu,Urban,92,271,5,3.57,Improving,87.1,Partial,1,0,Middle,Secondary,0,0,0,23,0
STU1400,24,Female,Abuja,Rural,86,193,8,2.12,Improving,82.5,Partial,0,0,Middle,Tertiary,2,1,0,19,0
STU1401,29,Male,Enugu,Urban,148,210,7,1.0,Stable,60.1,Partial,0,1,Middle,Tertiary,2,1,0,16,1
STU1402,26,Male,Oyo,Urban,124,295,6,2.89,Improving,67.0,Paid,0,1,Low,Primary,2,2,0,15,0
STU1403,19,Male,Kogi,Urban,126,262,6,3.23,Stable,69.6,Paid,1,0,High,Tertiary,0,1,1,18,0
STU1404,19,Female,Niger,Urban,31,220,7,2.6,Stable,100.0,Paid,0,0,High,Tertiary,0,0,0,18,0
STU1405,19,Female,Rivers,Rural,23,295,6,4.01,Improving,100.0,Paid,1,0,Middle,Secondary,0,1,0,24,0
STU1406,29,Male,Cross River,Rural,123,212,6,1.81,Stable,65.1,Partial,0,0,Middle,Secondary,4,3,0,20,1
STU1407,25,Female,Benue,Rural,143,288,8,2.22,Improving,60.9,Owing,0,0,Low,Primary,2,3,0,20,0
STU1408,24,Female,Rivers,Urban,36,282,6,2.76,Stable,74.6,Paid,0,1,Low,Secondary,0,2,0,16,0
STU1409,23,Female,Ogun,Urban,64,285,5,3.06,Declining,76.0,Partial,0,0,Middle,Secondary,0,1,0,24,0
STU1410,18,Female,Niger,Rural,83,348,5,4.59,Improving,99.0,Paid,0,0,High,Tertiary,0,0,0,23,0
STU1411,16,Male,Cross River,Urban,24,325,8,4.57,Improving,100.0,Paid,1,0,Middle,Primary,0,1,1,24,0
STU1412,25,Male,Delta,Urban,60,174,8,1.26,Declining,85.8,Paid,0,1,Middle,Tertiary,3,1,1,19,0
STU1413,26,Male,Rivers,Urban,76,237,6,1.24,Declining,53.9,Partial,0,1,Low,Primary,4,2,0,21,1
STU1414,27,Male,Osun,Rural,114,269,6,1.71,Declining,59.7,Partial,0,0,Low,Primary,3,3,0,12,1
STU1415,19,Male,Kogi,Urban,16,246,6,2.9,Declining,94.3,Owing,0,0,Middle,Secondary,0,1,0,20,0
STU1416,19,Female,Kano,Urban,116,327,7,4.12,Stable,76.9,Paid,0,0,Middle,Primary,0,1,0,19,0
STU1417,23,Male,Osun,Urban,104,287,6,3.5,Improving,97.1,Partial,1,0,Middle,Secondary,0,2,0,17,0
STU1418,23,Male,Anambra,Urban,86,281,5,3.05,Declining,92.1,Partial,0,0,Low,Secondary,0,3,0,24,0
STU1419,20,Male,Lagos,Urban,41,247,5,2.95,Improving,97.3,Paid,0,0,Middle,Secondary,2,1,0,14,0
STU1420,22,Female,Imo,Urban,61,294,7,3.53,Stable,89.2,Paid,0,0,High,Tertiary,0,2,0,14,0
STU1421,27,Male,Akwa Ibom,Rural,95,305,6,3.33,Improving,67.6,Owing,0,0,Low,Primary,0,3,0,19,1
STU1422,18,Male,Edo,Urban,80,272,8,3.44,Improving,92.3,Paid,1,0,High,Tertiary,0,0,0,16,0
STU1423,28,Male,Anambra,Urban,99,237,6,1.34,Improving,51.8,Paid,0,0,Low,Primary,2,3,0,21,1
STU1424,22,Male,Lagos,Urban,40,170,5,1.18,Declining,66.6,Partial,0,1,Middle,Secondary,2,3,1,22,1
STU1425,19,Female,Kwara,Urban,12,370,7,5.0,Stable,97.2,Partial,1,0,High,Tertiary,0,1,0,18,0
STU1426,20,Female,Anambra,Urban,85,277,6,3.47,Improving,88.8,Partial,0,0,Middle,Tertiary,0,2,0,16,0
STU1427,21,Male,Edo,Urban,84,276,8,4.06,Improving,100.0,Partial,1,0,High,Tertiary,0,1,0,19,0
STU1428,20,Female,Akwa Ibom,Urban,45,254,8,3.01,Improving,87.0,Paid,1,0,High,Tertiary,0,0,0,21,0
STU1429,19,Female,Rivers,Urban,104,324,7,3.84,Improving,96.8,Paid,0,1,Middle,Tertiary,0,1,0,21,0
STU1430,28,Female,Enugu,Rural,138,164,6,1.0,Declining,64.9,Owing,0,0,Low,No formal,4,2,0,15,1
STU1431,19,Male,Kwara,Urban,90,337,6,4.48,Stable,94.1,Paid,1,0,Middle,Tertiary,0,0,0,13,0
STU1432,22,Male,Delta,Urban,72,224,8,2.35,Improving,73.2,Paid,0,0,Middle,Secondary,0,0,1,14,0
STU1433,22,Male,Plateau,Urban,54,195,5,1.86,Stable,77.1,Paid,0,0,Middle,No formal,4,3,0,19,1
STU1434,25,Female,Edo,Urban,132,321,6,3.79,Improving,85.8,Paid,0,0,High,Tertiary,0,1,0,22,0
STU1435,25,Male,Kwara,Urban,150,248,8,2.39,Stable,77.5,Partial,0,0,Low,No formal,2,2,1,24,0
STU1436,25,Male,Osun,Rural,115,236,7,1.0,Stable,63.9,Paid,0,1,Low,No formal,4,2,0,18,1
STU1437,21,Male,Ogun,Rural,107,221,6,2.42,Improving,84.8,Paid,1,0,Middle,Primary,0,0,1,24,0
STU1438,22,Female,Abuja,Urban,98,224,6,1.54,Stable,62.9,Paid,0,0,High,Secondary,4,2,0,13,0
STU1439,21,Male,Kano,Urban,34,331,7,4.39,Declining,81.8,Partial,0,0,Middle,Primary,0,2,1,17,0
STU1440,19,Female,Imo,Urban,69,336,5,4.22,Declining,86.0,Paid,0,1,Middle,No formal,0,0,0,20,0
STU1441,25,Female,Delta,Rural,79,158,7,1.14,Stable,73.2,Owing,0,0,Low,No formal,2,2,0,15,1
STU1442,28,Male,Niger,Rural,103,226,7,1.07,Stable,58.3,Owing,0,1,Low,Secondary,2,1,1,20,1
STU1443,17,Female,Anambra,Urban,12,275,8,3.35,Stable,97.7,Paid,1,1,Middle,Tertiary,0,0,0,13,0
STU1444,21,Male,Imo,Urban,115,320,8,4.41,Stable,100.0,Owing,1,0,Middle,Tertiary,0,0,0,13,0
STU1445,19,Female,Kogi,Urban,122,283,5,3.61,Improving,70.4,Partial,0,0,Middle,No formal,0,1,0,20,0
STU1446,21,Male,Kano,Urban,119,341,7,4.24,Improving,72.8,Paid,0,0,Middle,No formal,0,1,0,23,0
STU1447,23,Female,Oyo,Rural,69,273,7,3.37,Stable,97.3,Owing,1,0,Middle,No formal,0,2,0,18,0
STU1448,24,Female,Kano,Urban,49,210,8,2.24,Stable,87.0,Partial,0,0,Middle,Secondary,1,0,0,18,0
STU1449,25,Female,Edo,Rural,37,205,8,1.07,Declining,62.5,Paid,0,0,Middle,Tertiary,4,2,0,12,0
STU1450,26,Female,Cross River,Urban,90,278,6,3.1,Stable,66.1,Paid,0,0,High,Tertiary,0,2,0,24,0
STU1451,23,Male,Plateau,Urban,114,185,7,1.0,Declining,51.1,Partial,0,0,Middle,Secondary,2,3,0,22,0
STU1452,16,Female,Kano,Urban,55,319,5,4.85,Stable,100.0,Partial,1,0,Middle,Secondary,0,1,1,17,0
STU1453,19,Female,Kwara,Rural,23,327,7,4.63,Stable,100.0,Owing,1,0,Low,Secondary,0,1,0,24,0
STU1454,18,Female,Delta,Urban,69,282,8,3.66,Improving,100.0,Paid,0,0,Middle,Tertiary,0,1,0,18,0
STU1455,22,Male,Kwara,Urban,84,297,6,3.81,Stable,87.7,Paid,0,0,High,Secondary,0,0,0,22,0
STU1456,23,Female,Plateau,Urban,98,229,7,1.94,Stable,74.7,Owing,0,1,Low,No formal,3,3,0,17,1
STU1457,18,Female,Abuja,Rural,97,325,5,4.31,Improving,100.0,Paid,1,0,High,Tertiary,0,2,1,17,0
STU1458,27,Female,Akwa Ibom,Urban,102,176,8,1.25,Stable,90.4,Partial,0,1,Low,No formal,3,3,1,13,0
STU1459,20,Male,Niger,Rural,33,349,6,4.61,Stable,96.4,Paid,1,0,High,Tertiary,0,1,0,17,0
STU1460,21,Female,Kwara,Urban,106,287,7,3.89,Improving,96.4,Paid,0,0,High,Tertiary,0,1,0,15,0
STU1461,20,Male,Rivers,Rural,94,337,5,4.29,Declining,96.1,Partial,1,1,Middle,Primary,0,1,0,20,0
STU1462,27,Female,Edo,Urban,152,202,7,1.0,Improving,44.4,Owing,0,0,Middle,Primary,4,1,0,23,1
STU1463,21,Male,Edo,Urban,96,254,5,3.26,Declining,87.9,Owing,0,0,Low,No formal,0,0,0,12,0
STU1464,25,Female,Lagos,Rural,126,216,7,2.11,Stable,74.2,Partial,0,0,Low,Primary,2,3,0,24,0
STU1465,17,Female,Abuja,Urban,111,363,8,5.0,Stable,100.0,Partial,0,0,Middle,Primary,0,0,0,19,0
STU1466,25,Male,Kano,Rural,73,169,6,1.0,Declining,60.7,Paid,0,0,Middle,Secondary,4,1,1,16,1
STU1467,25,Female,Niger,Urban,87,248,6,2.71,Stable,88.4,Owing,0,0,Low,Primary,2,1,0,12,1
STU1468,25,Male,Cross River,Urban,80,294,7,3.1,Improving,77.9,Paid,0,1,High,Secondary,0,1,0,15,0
STU1469,24,Female,Niger,Urban,137,289,6,2.97,Declining,89.5,Paid,0,1,High,Tertiary,1,3,0,12,0
STU1470,27,Female,Lagos,Rural,90,232,7,2.41,Declining,82.5,Paid,1,0,Low,No formal,2,2,0,17,0
STU1471,26,Female,Niger,Rural,46,183,5,1.59,Declining,78.4,Partial,0,0,Low,No formal,3,2,0,13,1
STU1472,19,Female,Enugu,Urban,95,328,5,4.24,Declining,99.0,Paid,0,0,Middle,Secondary,0,0,0,16,0
STU1473,22,Female,Plateau,Rural,45,275,8,3.5,Stable,98.2,Owing,0,0,Middle,Primary,0,2,0,18,0
STU1474,23,Male,Osun,Urban,85,318,5,3.83,Stable,92.0,Paid,0,0,High,Tertiary,0,0,0,13,0
STU1475,24,Male,Niger,Rural,135,174,5,1.51,Declining,95.1,Paid,1,0,Middle,Secondary,3,3,0,17,0
STU1476,25,Female,Plateau,Urban,42,209,6,2.32,Improving,99.0,Paid,1,0,High,Tertiary,0,2,0,17,0
STU1477,27,Female,Osun,Rural,118,243,5,2.47,Declining,77.4,Paid,0,0,High,Tertiary,0,2,0,16,0
STU1478,22,Female,Oyo,Urban,33,174,6,1.54,Declining,70.2,Owing,0,0,Low,No formal,2,1,0,16,1
STU1479,23,Female,Enugu,Urban,19,223,6,2.58,Stable,88.3,Paid,0,0,Middle,Secondary,1,0,0,14,0
STU1480,21,Male,Cross River,Urban,116,341,6,4.88,Improving,83.7,Paid,1,0,High,Tertiary,0,1,1,21,0
STU1481,19,Female,Benue,Urban,44,229,7,2.78,Declining,96.3,Partial,0,0,High,Tertiary,2,2,0,21,0
STU1482,27,Male,Edo,Rural,131,203,5,1.0,Stable,50.5,Paid,0,1,Middle,Secondary,3,3,0,22,1
STU1483,22,Male,Kwara,Rural,70,279,7,2.86,Stable,89.1,Paid,1,1,High,Secondary,2,2,0,23,0
STU1484,22,Male,Plateau,Urban,27,203,6,2.46,Stable,100.0,Paid,0,0,High,Secondary,0,2,0,13,0
STU1485,24,Male,Rivers,Urban,129,174,7,1.0,Improving,64.5,Partial,0,1,Middle,Secondary,3,1,0,18,1
STU1486,22,Male,Akwa Ibom,Rural,69,189,8,1.73,Declining,73.4,Owing,0,0,Middle,Tertiary,3,3,0,12,1
STU1487,18,Male,Kano,Rural,104,297,8,3.81,Stable,79.0,Owing,0,0,Middle,Secondary,0,0,0,17,0
STU1488,26,Female,Anambra,Urban,117,261,7,1.74,Declining,49.9,Partial,0,0,Low,Primary,4,3,0,17,0
STU1489,26,Male,Kano,Urban,63,175,8,1.6,Improving,75.0,Paid,0,0,High,Tertiary,3,3,0,14,0
STU1490,22,Male,Anambra,Urban,54,284,5,3.81,Improving,100.0,Partial,1,0,Middle,Secondary,0,2,0,13,0
STU1491,28,Male,Akwa Ibom,Urban,103,278,6,2.94,Declining,79.3,Paid,0,0,Middle,Primary,1,2,0,23,1
STU1492,19,Male,Imo,Urban,82,229,7,2.74,Improving,88.5,Partial,1,0,Middle,Tertiary,2,2,0,13,0
STU1493,22,Male,Niger,Urban,82,278,8,3.35,Stable,67.5,Paid,0,0,Middle,Tertiary,0,1,1,24,0
STU1494,22,Male,Cross River,Urban,9,328,8,4.4,Stable,95.4,Paid,1,0,High,Tertiary,0,0,0,20,0
STU1495,23,Female,Anambra,Urban,105,232,5,1.27,Stable,59.5,Paid,0,1,Middle,Secondary,2,3,0,22,1
STU1496,25,Female,Benue,Urban,109,323,6,3.99,Improving,69.5,Paid,1,0,Low,Primary,0,2,0,16,0
STU1497,25,Female,Oyo,Rural,116,257,5,1.91,Declining,63.9,Partial,0,0,Low,No formal,4,1,0,18,1
STU1498,20,Male,Ogun,Urban,122,322,7,4.13,Improving,99.1,Paid,0,0,Middle,Secondary,0,2,0,23,0
STU1499,20,Male,Oyo,Urban,107,265,8,3.36,Declining,95.4,Paid,0,0,High,Tertiary,0,2,0,16,0
STU1500,18,Female,Ogun,Rural,61,234,8,2.95,Improving,94.2,Partial,1,0,Middle,Secondary,1,1,0,18,0
STU1501,24,Male,Enugu,Urban,57,272,8,3.04,Improving,68.6,Paid,0,0,Middle,Secondary,0,1,0,24,0
STU1502,19,Male,Oyo,Urban,79,340,5,4.44,Improving,86.3,Partial,0,0,Low,No formal,0,0,0,15,0
STU1503,22,Male,Delta,Rural,18,333,5,4.15,Improving,70.7,Paid,0,0,Middle,Tertiary,0,1,0,19,0
STU1504,19,Male,Edo,Urban,111,228,6,2.77,Stable,100.0,Partial,0,0,Middle,Tertiary,2,1,1,24,0
STU1505,22,Male,Abuja,Urban,39,216,7,2.21,Stable,98.7,Paid,0,0,High,Secondary,1,1,1,22,0
STU1506,19,Male,Lagos,Urban,59,368,6,5.0,Stable,100.0,Paid,1,0,High,Tertiary,0,0,0,21,0
STU1507,25,Female,Anambra,Urban,71,179,6,1.46,Improving,86.4,Paid,0,1,Middle,Tertiary,4,2,0,24,0
STU1508,28,Male,Kogi,Rural,86,265,7,1.6,Declining,59.6,Partial,0,0,Middle,Tertiary,2,3,0,22,1
STU1509,25,Female,Benue,Rural,74,248,5,1.56,Declining,51.0,Owing,0,0,Low,Primary,4,3,0,21,1
STU1510,23,Female,Kwara,Urban,18,351,7,4.57,Stable,81.0,Paid,1,0,Middle,Secondary,0,2,0,18,0
STU1511,23,Female,Kwara,Rural,121,295,6,3.03,Stable,71.4,Owing,0,1,Low,No formal,0,2,1,21,0
STU1512,23,Female,Kaduna,Rural,124,175,7,1.38,Stable,74.5,Paid,0,1,Middle,Tertiary,3,1,0,16,1
STU1513,24,Female,Ogun,Urban,57,248,7,1.46,Stable,58.2,Partial,0,0,Middle,Tertiary,2,1,1,22,1
STU1514,18,Male,Anambra,Urban,33,320,6,4.89,Stable,100.0,Paid,1,0,High,Tertiary,0,0,0,17,0
STU1515,27,Male,Delta,Rural,77,262,5,1.81,Declining,60.1,Owing,0,0,Low,Secondary,2,2,0,16,1
STU1516,20,Male,Kaduna,Rural,64,325,6,4.06,Stable,100.0,Paid,0,0,Middle,No formal,0,2,1,18,0
STU1517,21,Female,Plateau,Urban,46,360,8,4.75,Improving,77.3,Paid,0,0,High,Tertiary,0,2,0,23,0
STU1518,21,Female,Abuja,Urban,102,310,6,4.05,Improving,100.0,Partial,1,0,Middle,Secondary,0,2,0,13,0
STU1519,20,Male,Niger,Urban,76,328,8,4.52,Improving,95.0,Paid,0,0,High,Secondary,0,2,0,16,0
STU1520,20,Female,Kwara,Urban,63,331,6,4.29,Stable,94.0,Paid,1,0,Middle,Tertiary,0,0,0,21,0
STU1521,18,Male,Lagos,Urban,104,225,7,2.95,Improving,100.0,Paid,1,0,High,Tertiary,1,1,0,14,0
STU1522,23,Female,Anambra,Urban,70,252,5,2.83,Stable,81.4,Paid,0,0,High,Tertiary,1,0,0,20,0
STU1523,22,Male,Oyo,Urban,113,177,8,1.0,Declining,63.6,Owing,0,0,Low,No formal,4,2,0,24,1
STU1524,21,Male,Plateau,Rural,96,307,7,3.8,Declining,81.8,Paid,0,0,High,Tertiary,0,2,0,17,0
STU1525,24,Male,Lagos,Urban,70,283,7,2.75,Stable,65.7,Paid,0,0,Middle,Primary,0,1,0,24,0
STU1526,21,Male,Lagos,Urban,63,216,6,2.61,Declining,89.6,Paid,1,0,Middle,Primary,0,1,0,21,0
STU1527,20,Male,Imo,Urban,13,217,8,2.53,Improving,75.5,Paid,0,0,High,Tertiary,0,1,0,14,0
STU1528,24,Male,Imo,Rural,18,266,8,3.3,Stable,100.0,Paid,1,0,Middle,No formal,0,1,0,18,0
STU1529,22,Female,Plateau,Urban,43,255,5,1.91,Declining,49.9,Paid,0,0,Middle,Tertiary,3,2,0,15,1
STU1530,24,Male,Cross River,Urban,126,206,7,1.97,Declining,71.1,Paid,0,0,Middle,Secondary,4,3,0,14,0
STU1531,23,Male,Enugu,Urban,66,174,6,1.29,Declining,66.8,Paid,0,1,High,Tertiary,2,3,1,19,1
STU1532,23,Female,Kano,Urban,85,294,5,3.56,Improving,85.3,Paid,0,0,Middle,Tertiary,0,1,0,24,0
STU1533,20,Female,Ogun,Urban,24,249,8,3.4,Improving,100.0,Paid,0,0,High,Tertiary,0,1,0,15,0
STU1534,24,Male,Edo,Urban,71,205,5,2.36,Improving,71.8,Paid,0,0,Middle,Secondary,1,1,0,22,0
STU1535,28,Male,Anambra,Rural,60,194,7,1.48,Declining,87.8,Paid,0,0,Low,No formal,2,3,0,12,1
STU1536,25,Male,Plateau,Rural,66,268,6,2.43,Improving,71.9,Partial,0,1,Low,Primary,0,1,1,17,0
STU1537,25,Male,Cross River,Urban,42,303,8,3.22,Improving,82.3,Owing,0,1,Middle,Secondary,0,1,0,21,0
STU1538,24,Female,Cross River,Urban,50,286,5,3.55,Stable,72.2,Partial,0,0,Middle,Tertiary,0,0,0,22,0
STU1539,25,Male,Ogun,Rural,70,314,5,3.8,Stable,81.7,Paid,1,0,Middle,Tertiary,0,2,0,22,0
STU1540,20,Male,Cross River,Urban,119,228,8,2.71,Stable,96.3,Paid,1,0,High,Tertiary,0,2,0,12,0
STU1541,28,Female,Enugu,Rural,137,176,7,1.34,Stable,69.8,Partial,0,0,Low,Primary,3,3,0,16,1
STU1542,18,Male,Cross River,Urban,123,273,5,3.54,Stable,93.5,Paid,0,0,High,Tertiary,0,2,0,18,0
STU1543,25,Female,Edo,Rural,84,219,7,2.06,Declining,70.4,Paid,0,0,Low,Primary,1,3,0,17,1
STU1544,20,Male,Osun,Urban,117,250,7,3.09,Stable,74.6,Paid,1,0,Middle,Tertiary,0,0,0,13,0
STU1545,26,Female,Ogun,Rural,118,160,6,1.0,Stable,52.3,Paid,0,0,Middle,Secondary,3,1,0,22,1
STU1546,24,Male,Enugu,Urban,52,287,7,3.24,Improving,88.6,Paid,0,0,High,Tertiary,0,1,0,15,0
STU1547,22,Female,Kano,Rural,32,346,5,4.26,Improving,99.8,Paid,1,1,Middle,Tertiary,0,0,0,22,0
STU1548,19,Female,Osun,Rural,97,332,5,4.18,Stable,96.0,Paid,1,0,High,Tertiary,0,1,0,13,0
STU1549,27,Male,Osun,Rural,118,169,7,1.43,Improving,65.2,Owing,0,0,Low,Primary,4,3,0,22,1
STU1550,19,Female,Plateau,Urban,58,334,5,4.28,Improving,86.4,Paid,0,0,High,Tertiary,0,0,0,12,0
STU1551,22,Female,Anambra,Urban,37,325,7,3.95,Improving,94.1,Partial,0,0,Middle,Secondary,0,0,1,14,0
STU1552,22,Female,Plateau,Urban,31,208,7,2.48,Stable,75.9,Partial,0,0,Middle,Primary,1,1,0,14,0
STU1553,26,Female,Ogun,Rural,97,161,6,1.0,Declining,72.2,Owing,1,0,Low,No formal,4,2,0,23,1
STU1554,25,Female,Cross River,Urban,156,208,7,1.0,Declining,53.0,Partial,0,0,Low,Secondary,4,3,0,18,1
STU1555,26,Male,Kano,Urban,77,261,5,1.65,Declining,55.9,Paid,0,0,Middle,Secondary,2,3,0,12,1
STU1556,20,Male,Enugu,Urban,35,336,5,3.86,Stable,83.2,Paid,1,1,Middle,Secondary,0,1,0,20,0
STU1557,19,Female,Oyo,Urban,13,321,5,4.06,Declining,75.7,Paid,0,0,High,Tertiary,0,1,1,22,0
STU1558,23,Male,Cross River,Urban,24,252,7,3.22,Stable,72.4,Partial,0,0,Middle,Secondary,0,1,0,17,0
STU1559,25,Female,Abuja,Rural,77,246,7,1.41,Declining,64.3,Partial,0,0,Low,Primary,4,3,0,15,1
STU1560,25,Female,Plateau,Rural,85,296,8,3.17,Stable,76.2,Paid,0,0,Middle,Tertiary,0,2,0,14,1
STU1561,28,Male,Oyo,Urban,99,212,5,1.64,Improving,82.4,Paid,1,1,Low,Primary,4,1,1,14,1
STU1562,21,Male,Niger,Urban,27,284,7,3.47,Declining,91.1,Paid,1,0,High,Secondary,0,2,0,13,0
STU1563,19,Female,Enugu,Urban,65,370,5,5.0,Stable,100.0,Paid,1,0,Middle,Secondary,0,2,0,13,0
STU1564,19,Male,Enugu,Urban,89,351,7,4.94,Improving,100.0,Paid,1,0,Middle,Secondary,0,0,0,23,0
STU1565,23,Female,Akwa Ibom,Urban,66,208,7,2.25,Declining,88.7,Paid,0,0,Middle,No formal,0,0,0,24,0
STU1566,18,Male,Akwa Ibom,Urban,45,349,6,4.51,Stable,93.0,Paid,1,0,High,Tertiary,0,2,0,21,0
STU1567,22,Female,Rivers,Urban,16,284,7,3.62,Improving,100.0,Paid,0,0,High,Tertiary,0,2,0,16,0
STU1568,23,Male,Cross River,Urban,130,250,6,1.64,Stable,55.7,Partial,0,1,Low,No formal,4,1,0,20,0
STU1569,26,Female,Osun,Rural,86,228,5,1.86,Declining,65.0,Owing,0,1,Low,No formal,3,2,0,13,1
STU1570,22,Male,Osun,Urban,16,337,5,4.41,Stable,71.8,Owing,1,0,Low,No formal,0,0,0,13,0
STU1571,19,Female,Ogun,Urban,76,294,8,4.03,Improving,100.0,Paid,1,0,Middle,Tertiary,0,0,0,23,0
STU1572,21,Male,Kaduna,Urban,17,329,6,4.28,Improving,82.7,Paid,1,0,High,Secondary,0,0,1,17,0
STU1573,21,Female,Kwara,Urban,105,259,5,3.42,Stable,100.0,Partial,0,0,High,Tertiary,0,0,0,24,0
STU1574,25,Female,Plateau,Urban,103,210,6,1.77,Declining,69.7,Partial,0,1,Low,No formal,3,2,0,21,1
STU1575,20,Male,Kogi,Urban,67,234,5,2.65,Improving,83.1,Partial,0,0,Middle,Secondary,1,2,0,13,0
STU1576,25,Male,Benue,Rural,84,203,5,1.0,Declining,55.4,Owing,0,1,Low,Primary,2,2,0,23,1
STU1577,27,Male,Plateau,Urban,42,224,6,2.21,Declining,68.3,Partial,0,0,Low,Primary,2,1,1,15,0
STU1578,25,Female,Kwara,Urban,121,240,6,1.21,Stable,47.8,Owing,0,0,Low,Primary,3,2,0,17,1
STU1579,17,Female,Kano,Urban,33,333,5,4.63,Improving,86.0,Paid,0,0,Middle,No formal,0,0,0,16,0
STU1580,21,Male,Cross River,Urban,75,370,8,5.0,Stable,99.2,Paid,1,0,Middle,Primary,0,1,0,12,0
STU1581,24,Male,Kano,Urban,22,279,7,2.9,Declining,84.5,Owing,0,1,High,Tertiary,0,2,0,17,0
STU1582,21,Male,Kogi,Urban,75,202,8,2.14,Stable,76.3,Paid,0,0,High,Tertiary,2,0,0,12,0
STU1583,22,Female,Niger,Rural,103,292,6,3.53,Improving,100.0,Paid,1,0,High,Tertiary,0,1,0,14,0
STU1584,24,Male,Rivers,Urban,114,243,7,2.74,Improving,68.4,Paid,1,0,High,Secondary,2,0,0,21,0
STU1585,19,Female,Kano,Rural,111,370,6,5.0,Improving,100.0,Owing,0,0,Low,No formal,0,2,0,16,0
STU1586,23,Male,Edo,Rural,42,264,5,2.85,Declining,91.0,Paid,0,0,Middle,Secondary,2,1,0,21,1
STU1587,22,Female,Kwara,Rural,74,158,5,1.26,Improving,85.9,Partial,0,0,Middle,Tertiary,2,3,0,24,0
